Title,Article,Category
"RCB IPL 2023 Schedule: Detailed Fixture, Date, Time, Venue, Full Squad"," Royal Challengers Bangalore will open their IPL 2023 campaign against Mumbai Indians on April 2. Get RCB's full schedule, date, time, venues.",Sports
Shreyas Iyer To Wait And Watch Before Taking Call On Surgery - Report, Shreyas Iyer complained off back pain during India's fourth Test against Australia in the Border Gavaskar Trophy. He is also likely to miss the initial stages of IPL 2023.,Sports
Shubman Gill Can Lead Gujarat Titans In IPL In Future: Vikram Solanki, Shubman Gill has become an integral part of the Indian side over the last six months or so given his all-round performances.,Sports
"Swiss Open Badminton: PV Sindhu, HS Prannoy Advance To Pre-Quarterfinals"," HS Prannoy will next face France's Christo Popov, while PV Sindhu will take on 20-year-old Indonesian Putri Kusuma Wardani.",Sports
"Swiss Open Badminton: PV Sindhu, HS Prannoy Advance To Pre-Quarterfinals"," HS Prannoy will next face France's Christo Popov, while PV Sindhu will take on 20-year-old Indonesian Putri Kusuma Wardani.",Sports
"Swiss Open Badminton: PV Sindhu, HS Prannoy Advance To Pre-Quarterfinals"," HS Prannoy will next face France's Christo Popov, while PV Sindhu will take on 20-year-old Indonesian Putri Kusuma Wardani.",Sports
"Swiss Open Badminton: PV Sindhu, HS Prannoy Advance To Pre-Quarterfinals"," HS Prannoy will next face France's Christo Popov, while PV Sindhu will take on 20-year-old Indonesian Putri Kusuma Wardani.",Sports
"Swiss Open Badminton: PV Sindhu, HS Prannoy Advance To Pre-Quarterfinals"," HS Prannoy will next face France's Christo Popov, while PV Sindhu will take on 20-year-old Indonesian Putri Kusuma Wardani.",Sports
"Swiss Open Badminton: PV Sindhu, HS Prannoy Advance To Pre-Quarterfinals"," HS Prannoy will next face France's Christo Popov, while PV Sindhu will take on 20-year-old Indonesian Putri Kusuma Wardani.",Sports
"Swiss Open Badminton: PV Sindhu, HS Prannoy Advance To Pre-Quarterfinals"," HS Prannoy will next face France's Christo Popov, while PV Sindhu will take on 20-year-old Indonesian Putri Kusuma Wardani.",Sports
"Swiss Open Badminton: PV Sindhu, HS Prannoy Advance To Pre-Quarterfinals"," HS Prannoy will next face France's Christo Popov, while PV Sindhu will take on 20-year-old Indonesian Putri Kusuma Wardani.",Sports
"Swiss Open Badminton: PV Sindhu, HS Prannoy Advance To Pre-Quarterfinals"," HS Prannoy will next face France's Christo Popov, while PV Sindhu will take on 20-year-old Indonesian Putri Kusuma Wardani.",Sports
"WATCH: Haris Rauf Celebrates Pakistan Day At Wagah Border, Poses With PSL Trophy",,Sports
"Women's World Boxing Championships: Lovlina Borgohain, Saweety Boora Seal Place In Gold Medal Bout",,Sports
"Bangladesh vs Ireland: Tamim Iqbal & Co. Beat Tourists To Register Their First Ever 10-Wicket Win In ODIs, Clinch Series 2-0",,Sports
WPL 2023 Eliminator Live Streaming: When And Where To Watch Mumbai Indians vs UP Warriorz,,Sports
"Women's World Boxing Championships: Nikhat Zareen, Nitu Ghanghas Win Respective Semifinal Bouts To Assure Silver Medals For India",,Sports
"'Was Poisoned At The Peak Of My Career, Shahid Afridi Helped Me A Lot': Ex-Pak Cricketer",,Sports
Laxman Sivaramakrishnan Claims Rahul Dravid Denied His Offer To Work With Spinners Out Of Respect,,Sports
Twitter Goes Berserk After Suryakumar Yadav Registers His Third Consecutive Golden Duck Vs AUS,,Sports
IPL Coming But Australia ODI Series Loss Shouldn't Be Forgotten: Gavaskar Warns India Ahead Of World Cup,,Sports
'No Time For Regrets...': Cristiano Ronaldo Opens Up On Controversial Manchester United Exit,,Sports
'Can't Have A Family Commitment': Former India Legend Hits Out At Rohit Sharma For Not Taking Part In 1st ODI Vs AUS,,Sports
"R Ashwin Hails Steve Smith Post Winning The ODI Series Vs India, Know What He Said",,Sports
"Swiss Open: Sindhu, Srikanth, Prannoy Advance To Second Round; Lakshya Bows Out",,Sports
He Only Played Three Balls': Rohit Sharma's Straightforward Take On Suryakumar Yadav After 1st ODI,,Sports
Watch: Rohit Sharma Lashes Out At Kuldeep Yadav Post Taking DRS In 3rd ODI vs Australia,,Sports
Suryakumar Yadav's String Of Golden Ducks Force Him To Join The List Led By Former India Legend - Details,,Sports
Spain Midfielder Zubimendi Feels Happy At Real Sociedad,,Sports
"IND vs AUS, 3rd ODI: Australia Spin Web Around India To Win Series Decider By 21 Runs, Clinch Series 2-1",,Sports
"Mesut Ozil, Arsenal And Real Madrid's Former German Star, Retires At 34",,Sports
"Rahul Gandhi Defamation Case: Congress Opposes Verdict, BJP Plans Protests To Demand MP's Apology. Key Points",,Sports
Hindenburg Research Targets Twitter Co-Founder Jack Dorsey's Payments Firm Block Over Inflated User Metrics,,Sports
'Pakistan's Contribution As A Leading Exporter Of Terror And Violence Is Unparalleled': India At UNHRC,,Sports
"Amritpal Singh Targeted Young Drug Addicts, Rogue Ex-Servicemen To Form Terror Group: Punjab Police Reveal Details",,Sports
AAP's Raghav Chadha To Introduce Decriminalisation of Defamation Bill In Rajya Sabha,,Sports
Amritpal Singh Case LIVE: CCTV Visuals Show Khalistani Sympathiser Hiding Under Umbrella,,Sports
"Parineeti Chopra Spotted On Dinner And Lunch Dates With AAP MP Raghav Chadha, Fans ask 'Are They Dating?'",,Sports
'Resolved To Make Federal Structure Of Country Strong': Odisha CM Patnaik After Meeting Mamata,,Sports
"Women's World Boxing Championships: Lovlina Borgohain, Saweety Boora Seal Place In Gold Medal Bout",,Sports
"Accenture To Sack 19,000 Employees To Streamline Operations, Reduce Costs",,Sports
"Women's World Boxing Championships: Nikhat Zareen, Lovlina Borgohain, Saweety Boora and Nitu Ghanghas enter finals, assure 4 silver medals for India
","In Boxing, Star pugilist Nikhat Zareen, Lovlina Borgohain, Saweety Boora and Nitu Ghanghas have entered the finals in the Women's World Boxing Championships being held  in New Delhi, assuring India of  four Silver medals at least.",Sports
"K Srikanth, Mithun Manjunath,HS Prannoy lose in 2nd round at Swiss Open
","In Swiss Open in Basel Badminton in Basel, India’s challenge in Men’s singles has ended. Kidambi Srikanth,  Mithun Manjunath and H.S. Prannoy have bowed out in the 2nd round. ",Sports
"Bangladesh crush Ireland by 10 wickets to win ODI series 2-0
","Close on the heels of defeating the World Champions England, Bangladesh scored an emphatic victory in the third and final ODI against Ireland at the Sylhet International Cricket Stadium on Thursday. ",Sports
"India win one silver and one bronze medal in ISSF World Cup championship
","India won a silver and a bronze while China retained its top spot by winning two gold medals on the second day of the International Shooting Sport Federation (ISSF) World Cup shooting championship in Bhopal,MP.",Sports
"India clinches both men's and women's titles of Asian Kho Kho Championship
","The host India clinched both men and women titles of the Asian Kho Kho Championship held at Tamulpur in Assam. In the women category, Indian Eves defeated Nepal by an inning and 33 points.",Sports
"Swiss Open Badminton tournment: PV Sindhu, Kidambi Srikanth and HS Prannoy to play their second round matches today
","In Badminton, P.V. Sindhu defeated Jenjira Stadelmann 21-9, 21-16 in the first round of the Women's Singles of the Swiss Open in Basel tonight. Sindhu next takes on Indonesia’s Putri Kusuma Wardani.",Sports
"Women's World Boxing Championships: Lovlina Borgohain, Nikhat Zareen, Nitu Ghanghas & Saweety Boora confirm medals for India
","In Boxing, star Indian pugilists Lovlina Borgohain, Nitu Ghanghas, Nikhat Zareen and Saweety Boora confirmed at least four medals for India by advancing to the semi-finals in the Women's World Boxing Championships being held at the Indira Gandhi Sports Complex in New Delhi yesterday.",Sports
"Australia defeat India by 21 runs in 3rd ODI, clinch series by 2-1
","In Cricket, Australia defeated India by 21 runs in the third and final ODI in Chennai last night. Chasing a target of 270 runs set by Australia, India were all out for 248 in 49.1 overs. ",Sports
"Swiss Open Badminton Tournament: Indian shuttler Kidambi Srikanth defeats China’s Weng Hong Yang in 1st round matches of Men's Singles
","In Swiss Open Badminton tournament, Indian shuttler Kidambi Srikanth defeated China’s Weng Hong Yang 21-16, 15-21, 21-18 in their first-round matches of Men's Singles at Basel in Switzerland. ",Sports
"Asian Kho Kho Championship: India’s men's team to take on Sri Lanka in Semi Final match at Tamulpur, Assam
",The host India’s men's team will take on Sri Lanka and the women's team to play against Bangladesh in the Semi Final matches in the Asian Kho Kho championship being held at Tamulpur in Assam.,Sports
"Madhya Pradesh: India's Sarabjot Singh clinches gold medal in men's 10m Air Pistol event at ISSF Rifle & Pistol World Cup
","India's Sarabjot Singh clinched the gold medal while Varun Tomar finished with bronze in the men's 10m Air Pistol event at the ISSF Rifle and Pistol World Cup in Bhopal, Madhya Pradesh today.",Sports
"3rd ODI: India vs Australia, Australia sets a target of 270 runs against India
","In cricket, the third and final ODI of the 3-match series Australia set a target of 270 against India at Chennai's Chepauk Stadium.",Sports
"Commonwealth Games champion boxer Nitu Ghanghas (48kg) assures India of its first medal in Women’s World Championships after reaching semifinals in New Delhi
",Commonwealth Games champion boxer Nitu Ghanghas (48kg) assured India of its first medal in the Women’s World Championships after reaching the semifinals in New Delhi today.,Sports
"Hero Tri-Nation International Friendly Football Tournament kicks off this evening at Khuman Lampak Main Stadium in Imphal
",The Hero Tri-Nation International Friendly Football Tournament organised under the aegis of All India Football Federation (AIFF) kicked off this evening at Khuman Lampak Main Stadium in Imphal.,Sports
"Women's Premier League: Mumbai Indians beat Royal Challengers Bangalore by four wickets
","In Women's Premier League Cricket, Mumbai Indians (MI)  defeated Royal Challengers Bangalore (RCB) by 4 wickets at the  Dr DY Patil Sports Academy, Navi Mumbai .",Sports
"Indian boxers Nikhat Zareen, Nitu Ghanghas and Manisha Moun storm into quarterfinals of Women's World C'ships
","Indian boxers Nikhat Zareen, Nitu Ghanghas and Manisha Moun have stormed into the quarterfinals of the Women's World Championships in New Delhi. ",Sports
"Around 8000 talented sports persons being trained in 34 sports disciplines on residential and non-residential basis, says Union Minister Anurag Singh Thakur
",Government has said that sportspersons preparing for participation in international sports events are continuously assisted for their training and competitive exposures within the country and abroad.,Sports
"ISSF World Cup Shooting Championship inaugurated at Bhopal in Madhya Pradesh
","The International Shooting Sports Federation- ISSF World Cup Shooting Championship was inaugurated on Tuesday in Bhopal, the capital of Madhya Pradesh.",Sports
"2023 Swiss Open badminton tournament begins in Basel, Switzerland
","The 2023 Swiss Open badminton tournament started in Basel, Switzerland on Tuesday. ",Sports
"Asian Kho Kho : Indian women's team to play against Malaysia & men's team take on Iran
","On the 2nd day of the Asian Kho Kho event being held at Tamulpur in Assam, the host India will be in action in both men and women categories.",Sports
"Lovlina Borgohain and Sakshi Choudhary advance to quarter-finals of Women’s World Boxing C'ships
","In Boxing, Lovlina Borgohain and Sakshi Choudhary have advanced to the quarter-finals of Women’s World Boxing Championships at the Indira Gandhi Sports Complex in New Delhi today.",Sports
"Nepalese Wicketkeeper-batsman Aasif Sheikh declared winner of 2022 CMJ Spirit of Cricket Award
",Nepalese Wicketkeeper-batsman Aasif Sheikh has been declared the winner of the 2022 Christopher Martin-Jenkins Spirit of Cricket Award.,Sports
title,article,category
"

PUMA launches #LetThereBeSport campaign featuring Virat Kohli & others


short by Roshan Gupta / 
      01:00 pm on 29 Mar 2023,Wednesday

","Sports brand PUMA has launched its new campaign #LetThereBeSport, championing sport as a life skill and not a digression from academics. The 90-second film on YouTube, featuring Virat Kohli, Mary Kom and Sunil Chhetri, asserts the need to disband the word 'extra' from extra-curricular and integrate sport into the main curriculum of educational institutions across the country.",Sports
